epoch,train_loss,mannequin_recall,tent_recall,fp_per_image,seconds
0,6522.047906269597,0.0,0.0,0.0031625553447185324,9068
1,828.9196373164455,0.0,0.004667444574095682,0.002530044275774826,259
2,720.5183636209239,0.0,0.0,0.0,260
3,649.8761961053447,0.0,0.0,0.0,260
4,620.8805977811782,0.0,0.0,0.0,256
5,581.9242329166884,0.0,0.0011668611435239206,0.013282732447817837,258
6,562.1585816858604,0.0,0.0,0.0,255
